PERIOD_START_TIME,PLMN name,RNC name,RRC Connection setup SR,Call Setup Success Rate CS -Speech,HSDPA Accessibility,HSUPA Accessibility,CSSR for PS,Soft Handover Success Rate CS and PS,IRAT HO Success Rate CS,3G Traffic CS - Speech,PS HSUPA Volume,PS HSDPA Volume,AVG Nbr of HSDPA Users,AVG Nbr of HSUPA Users,CS drop rate,PS Global RAB Drop Rate,PS HSDPA RAB Drop Rate,PS HSUPA RAB Drop Rate,PS HSDPA Throughput,PS HSUPA Throughput,PS R99 Setup SR User,PS R99 Drop Rate User,PS R99 DL Data Volume,PS R99 UL Data Volume,Packet Loss,RRC Drop rate
2/25/18 20:00,PLMN,N119,99.9887,99.7365,99.7038,99.7629,99.0543,99.9641,81.5155,958.8606,155.7697,903.0892,6.0818,7.3065,0.4593,0.9983,0.5947,0.5185,4129.1684,427.8498,100,3.2074,0.1588,0.0904,4.3621,0.45
2/25/18 20:00,PLMN,N120,100,99.803,99.795,99.8472,99.0149,99.9756,98.6971,872.3498,130.1524,861.488,4.707,5.7867,0.404,0.7494,0.4752,0.4079,4475.2277,384.4589,100,2.6204,0.1175,0.0594,1.5594,0.39
2/25/18 20:00,PLMN,N121,99.9995,99.8437,99.7821,99.8359,99.1161,99.9667,98.4871,1167.075,150.8574,879.8953,2.9322,3.6075,0.3834,0.748,0.5383,0.4813,4346.1607,300.4543,100,3.7409,0.1231,0.0642,2.5709,0.38
2/25/18 20:00,PLMN,N122,100,99.8425,99.8547,99.8868,98.9826,99.9783,93.1973,1179.977,119.9461,711.0607,3.0109,3.8233,0.2821,0.4553,0.4166,0.3633,4335.6633,278.8318,100,2.0122,0.1064,0.0525,0.3233,0.25
2/25/18 20:00,PLMN,N123,99.9984,99.7947,99.7343,99.7995,98.9455,99.9727,97.7199,783.9279,146.3451,830.9966,5.3147,6.4561,0.3871,0.8912,0.5427,0.4929,4239.8793,415.5368,99.6047,3.0172,0.1477,0.0718,2.969,0.48
2/25/18 20:00,PLMN,N124,99.9985,99.8098,99.4763,99.5017,98.9249,99.94,97.0423,1370.0559,225.281,1179.2617,5.882,7.1204,0.5083,1.1873,0.6291,0.5883,3889.5969,413.4344,99.4624,1.9667,0.632,0.6273,2.2112,0.57
2/25/18 20:00,PLMN,N357,99.6089,100,99.5551,99.6075,98.8051,99.9413,100,6.2569,9.0353,72.9864,4.09,4.6308,0.3205,4.1438,0.5624,0.5331,6487.179,373.3753,100,1.6743,0.0871,0.0396,,1.77
2/25/18 20:00,PLMN,N403,99.9992,99.8063,99.7656,99.7502,98.914,99.9745,98.4252,562.4825,152.9861,921.2571,6.1621,7.323,0.2117,1.5807,0.3758,0.3764,4173.3645,426.7945,100,2.5351,0.1918,0.1073,0.8802,0.69
2/25/18 20:00,PLMN,N406,99.8547,99.763,97.2125,96.7961,98.42,99.1849,98.3569,528.8243,190.9261,1007.075,9.2357,10.2732,0.4155,3.5827,0.5764,0.55,4664.1446,530.1764,100,3.3399,0.2053,0.0967,5.3036,1.4
2/25/18 20:00,PLMN,N407,99.9896,99.767,99.6898,99.7452,98.7987,99.9552,98.9088,1691.1755,277.5319,1690.8139,7.4554,8.8397,0.318,1.6812,0.5829,0.5903,3925.0143,432.1751,100,3.1469,0.3,0.1728,4.2259,0.78
2/25/18 20:00,PLMN,N408,99.9907,99.8172,99.7599,99.7984,98.8385,99.9536,98.7928,2378.7718,270.9584,1601.8559,6.2183,7.5763,0.2848,1.6858,0.5031,0.5193,4120.4384,426.8052,98.3051,3.2902,0.3562,0.2108,0.8078,0.66
2/25/18 20:00,PLMN,N601,99.9714,99.6764,99.5372,99.2715,98.2004,99.6184,96.529,342.8195,177.5805,931.9826,8.1889,9.3418,0.6316,2.731,0.6892,0.6771,4341.1259,499.6037,100,4.2407,0.2259,0.1228,4.6423,1.2
2/25/18 20:00,PLMN,N602,99.9865,99.7404,99.6921,99.5788,98.7524,99.9531,97.2039,1207.0827,294.1793,1820.2926,7.3171,8.8224,0.2862,1.6917,0.4073,0.4241,4158.2064,471.4455,99.8236,2.8711,0.3239,0.1979,2.4163,0.72
2/25/18 21:00,PLMN,N103,100,99.879,99.846,99.8755,99.3213,99.9763,97.1429,1661.2816,142.8686,787.1734,2.3434,2.9446,0.2566,0.5267,0.401,0.3723,4165.2762,220.2218,100,2.6141,0.1599,0.0571,0.2389,0.29
